image,band,method,inlier_residual,num_inliers,NMI,GCC,crop_size
DJI_20251107113452_0071,G,Initial,NaN,4616,0.004037,0.021322,N/A
DJI_20251107113452_0071,G,Global,0.6975,2586,0.053929,0.213145,3515*2160
DJI_20251107113452_0071,G,Proposed,1.0047,4616,0.057362,0.230633,4307*3195
DJI_20251107113452_0071,R,Initial,NaN,2537,0.007871,0.051892,N/A
DJI_20251107113452_0071,R,Global,1.1186,1432,0.031123,0.146119,3515*2160
DJI_20251107113452_0071,R,Proposed,1.1213,2537,0.033217,0.161255,4307*3195
DJI_20251107113452_0071,NIR,Initial,NaN,4893,0.006017,0.030696,N/A
DJI_20251107113452_0071,NIR,Global,0.6229,2183,0.055164,0.195238,3515*2160
DJI_20251107113452_0071,NIR,Proposed,0.9891,4893,0.060317,0.223245,4307*3195
DJI_20251107113452_0071,RE,Initial,NaN,3885,0.003684,0.015525,N/A
DJI_20251107113452_0071,RE,Global,1.1573,1644,0.038308,0.163501,3515*2160
DJI_20251107113452_0071,RE,Proposed,1.0339,3885,0.040624,0.182831,4307*3195
DJI_20251107113454_0072,G,Initial,NaN,5275,0.003579,0.007403,N/A
DJI_20251107113454_0072,G,Global,0.9476,2304,0.061254,0.177035,4238*2568
DJI_20251107113454_0072,G,Proposed,0.6243,5275,0.066822,0.207496,4296*3189
DJI_20251107113454_0072,R,Initial,NaN,3619,0.009105,0.036567,N/A
DJI_20251107113454_0072,R,Global,1.0147,1869,0.041931,0.170905,4238*2568
DJI_20251107113454_0072,R,Proposed,0.6470,3619,0.044149,0.187344,4296*3189
DJI_20251107113454_0072,NIR,Initial,NaN,4080,0.005405,0.017562,N/A
DJI_20251107113454_0072,NIR,Global,1.0266,1892,0.055002,0.179016,4238*2568
DJI_20251107113454_0072,NIR,Proposed,0.8606,4080,0.058889,0.195192,4296*3189
DJI_20251107113454_0072,RE,Initial,NaN,3456,0.004535,0.003311,N/A
DJI_20251107113454_0072,RE,Global,1.0903,1700,0.043599,0.145895,4238*2568
DJI_20251107113454_0072,RE,Proposed,1.0474,3456,0.046730,0.168631,4296*3189
DJI_20251107113456_0073,G,Initial,NaN,4919,0.003670,0.010566,N/A
DJI_20251107113456_0073,G,Global,0.6245,2430,0.051614,0.183559,4133*2578
DJI_20251107113456_0073,G,Proposed,0.7567,4919,0.055434,0.203079,4339*3235
DJI_20251107113456_0073,R,Initial,NaN,2669,0.009655,0.041441,N/A
DJI_20251107113456_0073,R,Global,1.1078,1494,0.035682,0.144943,4133*2578
DJI_20251107113456_0073,R,Proposed,1.1619,2669,0.037889,0.162881,4339*3235
DJI_20251107113456_0073,NIR,Initial,NaN,4511,0.006049,0.018860,N/A
DJI_20251107113456_0073,NIR,Global,0.6602,2138,0.053847,0.171997,4133*2578
DJI_20251107113456_0073,NIR,Proposed,0.7526,4511,0.059612,0.202068,4339*3235
DJI_20251107113456_0073,RE,Initial,NaN,3871,0.004318,0.004585,N/A
DJI_20251107113456_0073,RE,Global,1.2084,1855,0.041991,0.171891,4133*2578
DJI_20251107113456_0073,RE,Proposed,0.8538,3871,0.044388,0.191411,4339*3235
DJI_20251107113458_0074,G,Initial,NaN,4052,0.003713,0.007633,N/A
DJI_20251107113458_0074,G,Global,1.2991,1871,0.050048,0.150337,4321*2267
DJI_20251107113458_0074,G,Proposed,1.1608,4052,0.054134,0.167931,4320*3223
DJI_20251107113458_0074,R,Initial,NaN,2905,0.006906,0.021596,N/A
DJI_20251107113458_0074,R,Global,1.0144,1709,0.038964,0.169991,4321*2267
DJI_20251107113458_0074,R,Proposed,0.9108,2905,0.040317,0.187640,4320*3223
DJI_20251107113458_0074,NIR,Initial,NaN,4363,0.006973,0.017436,N/A
DJI_20251107113458_0074,NIR,Global,1.0892,2117,0.059854,0.177515,4321*2267
DJI_20251107113458_0074,NIR,Proposed,0.9959,4363,0.064787,0.197157,4320*3223
DJI_20251107113458_0074,RE,Initial,NaN,3706,0.004169,-0.002459,N/A
DJI_20251107113458_0074,RE,Global,1.0431,1839,0.045729,0.176476,4321*2267
DJI_20251107113458_0074,RE,Proposed,0.9988,3706,0.049457,0.195518,4320*3223
DJI_20251107113500_0075,G,Initial,NaN,3772,0.003217,0.013229,N/A
DJI_20251107113500_0075,G,Global,1.1217,1815,0.038407,0.155389,4246*2625
DJI_20251107113500_0075,G,Proposed,0.6521,3772,0.041330,0.173609,4280*3159
DJI_20251107113500_0075,R,Initial,NaN,2544,0.007770,0.037958,N/A
DJI_20251107113500_0075,R,Global,1.0992,1135,0.025856,0.109201,4246*2625
DJI_20251107113500_0075,R,Proposed,0.9773,2544,0.027294,0.119262,4280*3159
DJI_20251107113500_0075,NIR,Initial,NaN,3212,0.004995,0.018566,N/A
DJI_20251107113500_0075,NIR,Global,1.1378,1467,0.036919,0.136385,4246*2625
DJI_20251107113500_0075,NIR,Proposed,1.0285,3212,0.040793,0.155695,4280*3159
DJI_20251107113500_0075,RE,Initial,NaN,2970,0.004674,0.007872,N/A
DJI_20251107113500_0075,RE,Global,1.0145,1493,0.032588,0.136164,4246*2625
DJI_20251107113500_0075,RE,Proposed,0.8920,2970,0.034849,0.154661,4280*3159
DJI_20251107113502_0076,G,Initial,NaN,6829,0.003278,0.022527,N/A
DJI_20251107113502_0076,G,Global,0.6837,3110,0.068290,0.224703,3215*2524
DJI_20251107113502_0076,G,Proposed,0.5489,6829,0.074848,0.256387,4334*3223
DJI_20251107113502_0076,R,Initial,NaN,4953,0.010856,0.068448,N/A
DJI_20251107113502_0076,R,Global,0.9426,2552,0.050618,0.220873,3215*2524
DJI_20251107113502_0076,R,Proposed,0.6997,4953,0.053006,0.247289,4334*3223
DJI_20251107113502_0076,NIR,Initial,NaN,6445,0.006146,0.031410,N/A
DJI_20251107113502_0076,NIR,Global,0.8423,2945,0.069393,0.224814,3215*2524
DJI_20251107113502_0076,NIR,Proposed,0.5608,6445,0.076194,0.254205,4334*3223
DJI_20251107113502_0076,RE,Initial,NaN,4382,0.004288,0.016669,N/A
DJI_20251107113502_0076,RE,Global,1.0195,2096,0.057259,0.182986,3215*2524
DJI_20251107113502_0076,RE,Proposed,1.0748,4382,0.061644,0.208310,4334*3223
DJI_20251107113504_0077,G,Initial,NaN,4964,0.004065,0.015344,N/A
DJI_20251107113504_0077,G,Global,1.0289,2190,0.054762,0.173260,3960*3104
DJI_20251107113504_0077,G,Proposed,0.8911,4964,0.061040,0.199523,4321*3226
DJI_20251107113504_0077,R,Initial,NaN,2593,0.006479,0.040641,N/A
DJI_20251107113504_0077,R,Global,1.1035,1646,0.035737,0.157480,3960*3104
DJI_20251107113504_0077,R,Proposed,0.9643,2593,0.037753,0.175473,4321*3226
DJI_20251107113504_0077,NIR,Initial,NaN,4463,0.006543,0.026497,N/A
DJI_20251107113504_0077,NIR,Global,1.0981,2109,0.055344,0.177209,3960*3104
DJI_20251107113504_0077,NIR,Proposed,0.6921,4463,0.061469,0.205350,4321*3226
DJI_20251107113504_0077,RE,Initial,NaN,3475,0.003873,0.006203,N/A
DJI_20251107113504_0077,RE,Global,0.6612,1815,0.042470,0.157288,3960*3104
DJI_20251107113504_0077,RE,Proposed,1.1324,3475,0.046457,0.178964,4321*3226
DJI_20251107113506_0078,G,Initial,NaN,5911,0.003196,0.015533,N/A
DJI_20251107113506_0078,G,Global,0.6747,2679,0.056257,0.197691,3649*3117
DJI_20251107113506_0078,G,Proposed,0.8009,5911,0.061927,0.223386,4318*3200
DJI_20251107113506_0078,R,Initial,NaN,3533,0.007719,0.043138,N/A
DJI_20251107113506_0078,R,Global,1.1709,1616,0.034751,0.156312,3649*3117
DJI_20251107113506_0078,R,Proposed,0.6177,3533,0.036946,0.176521,4318*3200
DJI_20251107113506_0078,NIR,Initial,NaN,4502,0.005381,0.022623,N/A
DJI_20251107113506_0078,NIR,Global,0.9217,2164,0.050646,0.174612,3649*3117
DJI_20251107113506_0078,NIR,Proposed,0.9919,4502,0.056079,0.202657,4318*3200
DJI_20251107113506_0078,RE,Initial,NaN,4817,0.004391,0.009119,N/A
DJI_20251107113506_0078,RE,Global,0.8469,2181,0.044535,0.180703,3649*3117
DJI_20251107113506_0078,RE,Proposed,0.6085,4817,0.048165,0.204912,4318*3200
DJI_20251107113508_0079,G,Initial,NaN,6837,0.003863,0.015372,N/A
DJI_20251107113508_0079,G,Global,0.6074,3255,0.066754,0.230656,3626*2881
DJI_20251107113508_0079,G,Proposed,0.5870,6837,0.072632,0.259250,4344*3231
DJI_20251107113508_0079,R,Initial,NaN,4186,0.006299,0.037558,N/A
DJI_20251107113508_0079,R,Global,0.5570,2111,0.043625,0.218584,3626*2881
DJI_20251107113508_0079,R,Proposed,0.7192,4186,0.045887,0.234994,4344*3231
DJI_20251107113508_0079,NIR,Initial,NaN,6234,0.006476,0.024805,N/A
DJI_20251107113508_0079,NIR,Global,0.6415,2743,0.069592,0.213684,3626*2881
DJI_20251107113508_0079,NIR,Proposed,0.6554,6234,0.076922,0.245003,4344*3231
DJI_20251107113508_0079,RE,Initial,NaN,5321,0.003998,0.009807,N/A
DJI_20251107113508_0079,RE,Global,1.0312,2330,0.055362,0.182012,3626*2881
DJI_20251107113508_0079,RE,Proposed,1.0148,5321,0.060551,0.209418,4344*3231
DJI_20251107113510_0080,G,Initial,NaN,6819,0.001951,0.005149,N/A
DJI_20251107113510_0080,G,Global,0.7174,2982,0.067435,0.236743,3834*2893
DJI_20251107113510_0080,G,Proposed,0.5450,6819,0.073046,0.260546,4283*3154
DJI_20251107113510_0080,R,Initial,NaN,4387,0.005637,0.021558,N/A
DJI_20251107113510_0080,R,Global,0.9715,2064,0.041795,0.205046,3834*2893
DJI_20251107113510_0080,R,Proposed,0.6672,4387,0.043987,0.225671,4283*3154
DJI_20251107113510_0080,NIR,Initial,NaN,5270,0.002691,0.009454,N/A
DJI_20251107113510_0080,NIR,Global,0.8815,2131,0.054495,0.183066,3834*2893
DJI_20251107113510_0080,NIR,Proposed,0.8290,5270,0.059919,0.207710,4283*3154
DJI_20251107113510_0080,RE,Initial,NaN,4503,0.002041,-0.003713,N/A
DJI_20251107113510_0080,RE,Global,1.0001,1876,0.040028,0.157415,3834*2893
DJI_20251107113510_0080,RE,Proposed,1.1095,4503,0.042410,0.174163,4283*3154
DJI_20251107113512_0081,G,Initial,NaN,7979,0.003539,0.013258,N/A
DJI_20251107113512_0081,G,Global,0.7724,3326,0.078295,0.251398,4219*2527
DJI_20251107113512_0081,G,Proposed,0.5884,7979,0.087825,0.298191,4299*3200
DJI_20251107113512_0081,R,Initial,NaN,4206,0.009106,0.060907,N/A
DJI_20251107113512_0081,R,Global,1.0512,2143,0.045623,0.205395,4219*2527
DJI_20251107113512_0081,R,Proposed,0.7487,4206,0.047799,0.226128,4299*3200
DJI_20251107113512_0081,NIR,Initial,NaN,6943,0.005219,0.022136,N/A
DJI_20251107113512_0081,NIR,Global,0.8785,3001,0.073796,0.240901,4219*2527
DJI_20251107113512_0081,NIR,Proposed,0.7223,6943,0.081597,0.277349,4299*3200
DJI_20251107113512_0081,RE,Initial,NaN,6172,0.004403,0.011405,N/A
DJI_20251107113512_0081,RE,Global,0.6464,2915,0.062130,0.238141,4219*2527
DJI_20251107113512_0081,RE,Proposed,0.7421,6172,0.067043,0.269478,4299*3200
DJI_20251107113514_0082,G,Initial,NaN,6555,0.003600,0.009961,N/A
DJI_20251107113514_0082,G,Global,0.6283,3088,0.069262,0.230653,3145*2868
DJI_20251107113514_0082,G,Proposed,0.5760,6555,0.075702,0.261385,4325*3219
DJI_20251107113514_0082,R,Initial,NaN,3365,0.006689,0.044060,N/A
DJI_20251107113514_0082,R,Global,1.1633,1785,0.037169,0.159527,3145*2868
DJI_20251107113514_0082,R,Proposed,1.0724,3365,0.039445,0.180756,4325*3219
DJI_20251107113514_0082,NIR,Initial,NaN,5846,0.006973,0.025623,N/A
DJI_20251107113514_0082,NIR,Global,0.9451,2725,0.063667,0.221636,3145*2868
DJI_20251107113514_0082,NIR,Proposed,0.6197,5846,0.070049,0.245255,4325*3219
DJI_20251107113514_0082,RE,Initial,NaN,4060,0.004138,0.006206,N/A
DJI_20251107113514_0082,RE,Global,0.7051,2009,0.044718,0.165705,3145*2868
DJI_20251107113514_0082,RE,Proposed,0.7798,4060,0.048274,0.185438,4325*3219
DJI_20251107113516_0083,G,Initial,NaN,6563,0.003344,0.011779,N/A
DJI_20251107113516_0083,G,Global,0.9743,2901,0.058304,0.199407,4163*1746
DJI_20251107113516_0083,G,Proposed,0.8734,6563,0.065313,0.230610,4304*3169
DJI_20251107113516_0083,R,Initial,NaN,3737,0.006569,0.045075,N/A
DJI_20251107113516_0083,R,Global,1.0879,1932,0.037492,0.200335,4163*1746
DJI_20251107113516_0083,R,Proposed,1.0554,3737,0.039990,0.214555,4304*3169
DJI_20251107113516_0083,NIR,Initial,NaN,5646,0.004902,0.022178,N/A
DJI_20251107113516_0083,NIR,Global,0.9487,2538,0.056467,0.179332,4163*1746
DJI_20251107113516_0083,NIR,Proposed,0.8793,5646,0.063303,0.212287,4304*3169
DJI_20251107113516_0083,RE,Initial,NaN,5049,0.005117,0.016382,N/A
DJI_20251107113516_0083,RE,Global,0.6185,2391,0.049691,0.206145,4163*1746
DJI_20251107113516_0083,RE,Proposed,0.6563,5049,0.053433,0.228542,4304*3169
DJI_20251107113518_0084,G,Initial,NaN,4820,0.003476,0.023750,N/A
DJI_20251107113518_0084,G,Global,1.0799,2187,0.050752,0.179662,4243*3201
DJI_20251107113518_0084,G,Proposed,0.6530,4820,0.056788,0.208096,4260*3231
DJI_20251107113518_0084,R,Initial,NaN,1589,0.002520,0.017004,N/A
DJI_20251107113518_0084,R,Global,1.0900,1089,0.022251,0.112744,4243*3201
DJI_20251107113518_0084,R,Proposed,1.1114,1589,0.023437,0.122946,4260*3231
DJI_20251107113518_0084,NIR,Initial,NaN,3129,0.003695,0.025540,N/A
DJI_20251107113518_0084,NIR,Global,1.2476,1699,0.042866,0.150334,4243*3201
DJI_20251107113518_0084,NIR,Proposed,1.1041,3129,0.048020,0.172646,4260*3231
DJI_20251107113518_0084,RE,Initial,NaN,2636,0.002155,0.002269,N/A
DJI_20251107113518_0084,RE,Global,1.1286,1272,0.024407,0.135044,4243*3201
DJI_20251107113518_0084,RE,Proposed,1.0489,2636,0.025954,0.146407,4260*3231
DJI_20251107113520_0085,G,Initial,NaN,5952,0.003222,0.011292,N/A
DJI_20251107113520_0085,G,Global,0.7489,2630,0.061452,0.206640,4049*3219
DJI_20251107113520_0085,G,Proposed,0.5906,5952,0.068410,0.233824,4320*3219
DJI_20251107113520_0085,R,Initial,NaN,3313,0.004989,0.030943,N/A
DJI_20251107113520_0085,R,Global,1.1515,1802,0.032826,0.173235,4049*3219
DJI_20251107113520_0085,R,Proposed,0.6685,3313,0.034030,0.185922,4320*3219
DJI_20251107113520_0085,NIR,Initial,NaN,4763,0.005450,0.022576,N/A
DJI_20251107113520_0085,NIR,Global,1.1016,2097,0.056623,0.179648,4049*3219
DJI_20251107113520_0085,NIR,Proposed,0.8982,4763,0.063243,0.202615,4320*3219
DJI_20251107113520_0085,RE,Initial,NaN,3842,0.003648,0.002145,N/A
DJI_20251107113520_0085,RE,Global,1.2259,1826,0.042949,0.176080,4049*3219
DJI_20251107113520_0085,RE,Proposed,0.7674,3842,0.046123,0.194582,4320*3219
DJI_20251107113522_0086,G,Initial,NaN,4970,0.003115,0.009996,N/A
DJI_20251107113522_0086,G,Global,1.1368,2151,0.050490,0.164811,4066*3216
DJI_20251107113522_0086,G,Proposed,0.6064,4970,0.056204,0.190196,4323*3218
DJI_20251107113522_0086,R,Initial,NaN,2324,0.006040,0.035371,N/A
DJI_20251107113522_0086,R,Global,1.1852,1233,0.027487,0.122856,4066*3216
DJI_20251107113522_0086,R,Proposed,1.1716,2324,0.029188,0.138660,4323*3218
DJI_20251107113522_0086,NIR,Initial,NaN,3935,0.005417,0.016441,N/A
DJI_20251107113522_0086,NIR,Global,0.5697,1862,0.050104,0.167941,4066*3216
DJI_20251107113522_0086,NIR,Proposed,0.8760,3935,0.055083,0.185383,4323*3218
DJI_20251107113522_0086,RE,Initial,NaN,3405,0.003313,0.002514,N/A
DJI_20251107113522_0086,RE,Global,0.9700,1671,0.037466,0.135029,4066*3216
DJI_20251107113522_0086,RE,Proposed,0.6138,3405,0.040311,0.154447,4323*3218
DJI_20251107113524_0087,G,Initial,NaN,4185,0.002576,0.015398,N/A
DJI_20251107113524_0087,G,Global,0.6504,2078,0.038997,0.164119,2650*3152
DJI_20251107113524_0087,G,Proposed,0.9840,4185,0.042030,0.183259,4308*3185
DJI_20251107113524_0087,R,Initial,NaN,2776,0.005038,0.038514,N/A
DJI_20251107113524_0087,R,Global,1.1931,1417,0.027285,0.140628,2650*3152
DJI_20251107113524_0087,R,Proposed,1.1627,2776,0.028682,0.153096,4308*3185
DJI_20251107113524_0087,NIR,Initial,NaN,3603,0.004123,0.023447,N/A
DJI_20251107113524_0087,NIR,Global,1.1493,1684,0.043116,0.166700,2650*3152
DJI_20251107113524_0087,NIR,Proposed,1.0882,3603,0.048026,0.187774,4308*3185
DJI_20251107113524_0087,RE,Initial,NaN,3389,0.002381,0.009333,N/A
DJI_20251107113524_0087,RE,Global,1.0633,1676,0.031709,0.154018,2650*3152
DJI_20251107113524_0087,RE,Proposed,0.8050,3389,0.034004,0.174759,4308*3185
DJI_20251107113526_0088,G,Initial,NaN,4232,0.001966,0.017676,N/A
DJI_20251107113526_0088,G,Global,0.8953,1979,0.041434,0.164715,3472*2534
DJI_20251107113526_0088,G,Proposed,0.9547,4232,0.045151,0.181309,4274*3187
DJI_20251107113526_0088,R,Initial,NaN,2109,0.004328,0.035682,N/A
DJI_20251107113526_0088,R,Global,1.2200,1180,0.025081,0.122782,3472*2534
DJI_20251107113526_0088,R,Proposed,1.0192,2109,0.025914,0.134073,4274*3187
DJI_20251107113526_0088,NIR,Initial,NaN,3584,0.003136,0.020823,N/A
DJI_20251107113526_0088,NIR,Global,1.1378,1565,0.035520,0.137892,3472*2534
DJI_20251107113526_0088,NIR,Proposed,1.0249,3584,0.039164,0.158213,4274*3187
DJI_20251107113526_0088,RE,Initial,NaN,2639,0.001798,0.005543,N/A
DJI_20251107113526_0088,RE,Global,1.1212,1104,0.028778,0.120032,3472*2534
DJI_20251107113526_0088,RE,Proposed,1.1690,2639,0.031613,0.134120,4274*3187
DJI_20251107113528_0089,G,Initial,NaN,5472,0.003271,0.018527,N/A
DJI_20251107113528_0089,G,Global,0.9786,2603,0.053680,0.186580,4032*2710
DJI_20251107113528_0089,G,Proposed,0.7346,5472,0.058854,0.216028,4322*3205
DJI_20251107113528_0089,R,Initial,NaN,2697,0.005676,0.038426,N/A
DJI_20251107113528_0089,R,Global,1.0868,1496,0.033890,0.144054,4032*2710
DJI_20251107113528_0089,R,Proposed,1.1518,2697,0.036751,0.167005,4322*3205
DJI_20251107113528_0089,NIR,Initial,NaN,4101,0.005316,0.026286,N/A
DJI_20251107113528_0089,NIR,Global,1.1442,1978,0.045220,0.161543,4032*2710
DJI_20251107113528_0089,NIR,Proposed,0.7261,4101,0.049324,0.183277,4322*3205
DJI_20251107113528_0089,RE,Initial,NaN,3587,0.003860,0.010751,N/A
DJI_20251107113528_0089,RE,Global,0.6782,1903,0.043639,0.161512,4032*2710
DJI_20251107113528_0089,RE,Proposed,0.9780,3587,0.047181,0.183611,4322*3205
DJI_20251107113530_0090,G,Initial,NaN,5405,0.002676,0.021068,N/A
DJI_20251107113530_0090,G,Global,0.8451,2236,0.051107,0.181955,3793*2185
DJI_20251107113530_0090,G,Proposed,0.6250,5405,0.057537,0.209102,4310*3180
DJI_20251107113530_0090,R,Initial,NaN,3063,0.005590,0.030386,N/A
DJI_20251107113530_0090,R,Global,0.7729,1710,0.034297,0.154949,3793*2185
DJI_20251107113530_0090,R,Proposed,1.1942,3063,0.036289,0.172298,4310*3180
DJI_20251107113530_0090,NIR,Initial,NaN,4461,0.004111,0.023239,N/A
DJI_20251107113530_0090,NIR,Global,1.0882,1845,0.043975,0.155400,3793*2185
DJI_20251107113530_0090,NIR,Proposed,0.9268,4461,0.048266,0.180316,4310*3180
DJI_20251107113530_0090,RE,Initial,NaN,4396,0.002322,0.003929,N/A
DJI_20251107113530_0090,RE,Global,0.9636,1980,0.042375,0.164998,3793*2185
DJI_20251107113530_0090,RE,Proposed,0.9428,4396,0.047042,0.193041,4310*3180
DJI_20251107113532_0091,G,Initial,NaN,7176,0.003531,0.038787,N/A
DJI_20251107113532_0091,G,Global,0.8273,3146,0.057622,0.230649,3318*2436
DJI_20251107113532_0091,G,Proposed,0.9270,7176,0.064580,0.268453,4312*3187
DJI_20251107113532_0091,R,Initial,NaN,4633,0.004488,0.047616,N/A
DJI_20251107113532_0091,R,Global,0.8721,2185,0.042781,0.228284,3318*2436
DJI_20251107113532_0091,R,Proposed,0.5639,4633,0.045009,0.247972,4312*3187
DJI_20251107113532_0091,NIR,Initial,NaN,6877,0.005614,0.053366,N/A
DJI_20251107113532_0091,NIR,Global,0.7598,2894,0.065755,0.250548,3318*2436
DJI_20251107113532_0091,NIR,Proposed,0.6374,6877,0.073776,0.289134,4312*3187
DJI_20251107113532_0091,RE,Initial,NaN,4337,0.005991,0.032222,N/A
DJI_20251107113532_0091,RE,Global,1.0242,2037,0.041862,0.177530,3318*2436
DJI_20251107113532_0091,RE,Proposed,1.0638,4337,0.045676,0.198020,4312*3187
DJI_20251107113534_0092,G,Initial,NaN,8164,0.003983,0.051424,N/A
DJI_20251107113534_0092,G,Global,0.7637,3699,0.073673,0.291661,3827*3159
DJI_20251107113534_0092,G,Proposed,0.5562,8164,0.081409,0.332288,4312*3195
DJI_20251107113534_0092,R,Initial,NaN,5346,0.007227,0.075896,N/A
DJI_20251107113534_0092,R,Global,1.0654,2480,0.048057,0.250749,3827*3159
DJI_20251107113534_0092,R,Proposed,0.7204,5346,0.051101,0.282369,4312*3195
DJI_20251107113534_0092,NIR,Initial,NaN,7177,0.006300,0.063549,N/A
DJI_20251107113534_0092,NIR,Global,1.0149,3294,0.065332,0.289335,3827*3159
DJI_20251107113534_0092,NIR,Proposed,0.5553,7177,0.069637,0.314369,4312*3195
DJI_20251107113534_0092,RE,Initial,NaN,5977,0.006198,0.047247,N/A
DJI_20251107113534_0092,RE,Global,0.8795,2431,0.053606,0.242364,3827*3159
DJI_20251107113534_0092,RE,Proposed,0.7794,5977,0.058506,0.270641,4312*3195
DJI_20251107113536_0093,G,Initial,NaN,9018,0.004152,0.047479,N/A
DJI_20251107113536_0093,G,Global,0.7774,4068,0.076858,0.323771,4126*2892
DJI_20251107113536_0093,G,Proposed,0.4889,9018,0.083051,0.361543,4334*3208
DJI_20251107113536_0093,R,Initial,NaN,5992,0.007458,0.073428,N/A
DJI_20251107113536_0093,R,Global,0.8076,2634,0.050326,0.278177,4126*2892
DJI_20251107113536_0093,R,Proposed,0.6847,5992,0.053276,0.312679,4334*3208
DJI_20251107113536_0093,NIR,Initial,NaN,7691,0.006830,0.065910,N/A
DJI_20251107113536_0093,NIR,Global,0.9753,3269,0.068597,0.276010,4126*2892
DJI_20251107113536_0093,NIR,Proposed,0.6206,7691,0.076215,0.319371,4334*3208
DJI_20251107113536_0093,RE,Initial,NaN,6529,0.006221,0.055153,N/A
DJI_20251107113536_0093,RE,Global,0.5923,2914,0.055607,0.269517,4126*2892
DJI_20251107113536_0093,RE,Proposed,0.5860,6529,0.060770,0.301823,4334*3208
DJI_20251107113538_0094,G,Initial,NaN,7301,0.005361,0.044348,N/A
DJI_20251107113538_0094,G,Global,0.5976,3249,0.072436,0.273917,4132*2932
DJI_20251107113538_0094,G,Proposed,0.5612,7301,0.079810,0.308850,4312*3206
DJI_20251107113538_0094,R,Initial,NaN,4698,0.011209,0.077861,N/A
DJI_20251107113538_0094,R,Global,0.9597,2253,0.047547,0.228819,4132*2932
DJI_20251107113538_0094,R,Proposed,0.5357,4698,0.050100,0.251891,4312*3206
DJI_20251107113538_0094,NIR,Initial,NaN,6470,0.008303,0.057589,N/A
DJI_20251107113538_0094,NIR,Global,0.8511,2870,0.066678,0.234657,4132*2932
DJI_20251107113538_0094,NIR,Proposed,0.5958,6470,0.072735,0.269825,4312*3206
DJI_20251107113538_0094,RE,Initial,NaN,5650,0.007334,0.053944,N/A
DJI_20251107113538_0094,RE,Global,0.6244,2739,0.055629,0.251924,4132*2932
DJI_20251107113538_0094,RE,Proposed,0.5772,5650,0.058932,0.278470,4312*3206
DJI_20251107113540_0095,G,Initial,NaN,8139,0.010385,0.049960,N/A
DJI_20251107113540_0095,G,Global,0.6826,3120,0.078565,0.264223,3894*2279
DJI_20251107113540_0095,G,Proposed,0.6095,8139,0.087094,0.302436,4316*3186
DJI_20251107113540_0095,R,Initial,NaN,5222,0.019999,0.081545,N/A
DJI_20251107113540_0095,R,Global,0.7208,2230,0.060386,0.238642,3894*2279
DJI_20251107113540_0095,R,Proposed,0.5794,5222,0.063892,0.266911,4316*3186
DJI_20251107113540_0095,NIR,Initial,NaN,6204,0.014362,0.066711,N/A
DJI_20251107113540_0095,NIR,Global,1.0224,2484,0.071483,0.256261,3894*2279
DJI_20251107113540_0095,NIR,Proposed,0.5565,6204,0.077324,0.281148,4316*3186
DJI_20251107113540_0095,RE,Initial,NaN,5929,0.012369,0.053369,N/A
DJI_20251107113540_0095,RE,Global,1.0037,2563,0.066270,0.267637,3894*2279
DJI_20251107113540_0095,RE,Proposed,0.5331,5929,0.069324,0.283706,4316*3186
DJI_20251107113542_0096,G,Initial,NaN,8661,0.014159,0.111295,N/A
DJI_20251107113542_0096,G,Global,0.6223,3682,0.087693,0.356920,3565*3065
DJI_20251107113542_0096,G,Proposed,1.0173,8661,0.096396,0.391930,4326*3201
DJI_20251107113542_0096,R,Initial,NaN,7416,0.017527,0.112441,N/A
DJI_20251107113542_0096,R,Global,0.5707,3394,0.073310,0.371888,3565*3065
DJI_20251107113542_0096,R,Proposed,0.5449,7416,0.076280,0.395256,4326*3201
DJI_20251107113542_0096,NIR,Initial,NaN,8563,0.017339,0.118126,N/A
DJI_20251107113542_0096,NIR,Global,0.6087,3520,0.086618,0.369303,3565*3065
DJI_20251107113542_0096,NIR,Proposed,0.5350,8563,0.094224,0.401814,4326*3201
DJI_20251107113542_0096,RE,Initial,NaN,6806,0.016886,0.103133,N/A
DJI_20251107113542_0096,RE,Global,0.8036,2760,0.071133,0.289630,3565*3065
DJI_20251107113542_0096,RE,Proposed,1.0611,6806,0.077276,0.322640,4326*3201
DJI_20251107113544_0097,G,Initial,NaN,4117,0.011095,0.098778,N/A
DJI_20251107113544_0097,G,Global,0.8072,1819,0.051193,0.250714,4288*2060
DJI_20251107113544_0097,G,Proposed,0.6982,4117,0.053276,0.262081,4265*3154
DJI_20251107113544_0097,R,Initial,NaN,2763,0.022665,0.133317,N/A
DJI_20251107113544_0097,R,Global,1.1684,1284,0.040252,0.237535,4288*2060
DJI_20251107113544_0097,R,Proposed,1.0271,2763,0.041089,0.247861,4265*3154
DJI_20251107113544_0097,NIR,Initial,NaN,3591,0.016013,0.114149,N/A
DJI_20251107113544_0097,NIR,Global,0.8878,1548,0.058357,0.241616,4288*2060
DJI_20251107113544_0097,NIR,Proposed,0.5882,3591,0.062277,0.260504,4265*3154
DJI_20251107113544_0097,RE,Initial,NaN,2657,0.018902,0.097297,N/A
DJI_20251107113544_0097,RE,Global,1.1054,1580,0.047192,0.247121,4288*2060
DJI_20251107113544_0097,RE,Proposed,0.8392,2657,0.049008,0.261731,4265*3154
DJI_20251107113548_0099,G,Initial,NaN,8207,0.005659,0.087073,N/A
DJI_20251107113548_0099,G,Global,0.5799,3702,0.066913,0.317456,3491*2597
