image,band,method,inlier_residual,num_inliers,NMI,GCC,crop_size
DJI_20251107113356_0043,RE,Global,0.9243,2442,0.057379,0.216008,2797*2617
DJI_20251107113356_0043,RE,Proposed,0.6670,5029,0.060421,0.236905,4334*3224
DJI_20251107113358_0044,G,Initial,NaN,5517,0.004604,0.035519,N/A
DJI_20251107113358_0044,G,Global,1.0052,2682,0.067340,0.208648,4188*3223
DJI_20251107113358_0044,G,Proposed,0.5708,5517,0.073318,0.231359,4322*3232
DJI_20251107113358_0044,R,Initial,NaN,2362,0.004856,0.037728,N/A
DJI_20251107113358_0044,R,Global,1.1314,1301,0.034026,0.147233,4188*3223
DJI_20251107113358_0044,R,Proposed,1.0664,2362,0.035979,0.162968,4322*3232
DJI_20251107113358_0044,NIR,Initial,NaN,3592,0.006577,0.047870,N/A
DJI_20251107113358_0044,NIR,Global,1.1356,1962,0.062888,0.193726,4188*3223
DJI_20251107113358_0044,NIR,Proposed,1.0358,3592,0.066015,0.202263,4322*3232
DJI_20251107113358_0044,RE,Initial,NaN,2885,0.003563,0.020056,N/A
DJI_20251107113358_0044,RE,Global,1.2093,1437,0.042333,0.154436,4188*3223
DJI_20251107113358_0044,RE,Proposed,1.1636,2885,0.045427,0.165028,4322*3232
DJI_20251107113400_0045,G,Initial,NaN,3359,0.003528,0.029264,N/A
DJI_20251107113400_0045,G,Global,0.8097,2357,0.053748,0.181642,4271*3212
DJI_20251107113400_0045,G,Proposed,1.0291,3359,0.059893,0.208037,4326*3235
DJI_20251107113400_0045,R,Initial,NaN,2447,0.005490,0.051010,N/A
DJI_20251107113400_0045,R,Global,0.9287,1450,0.032977,0.145213,4271*3212
DJI_20251107113400_0045,R,Proposed,0.9204,2447,0.034952,0.158778,4326*3235
DJI_20251107113400_0045,NIR,Initial,NaN,4451,0.006015,0.039664,N/A
DJI_20251107113400_0045,NIR,Global,0.8422,2137,0.056297,0.181275,4271*3212
DJI_20251107113400_0045,NIR,Proposed,0.6568,4451,0.060543,0.196703,4326*3235
DJI_20251107113400_0045,RE,Initial,NaN,2634,0.003241,0.018486,N/A
DJI_20251107113400_0045,RE,Global,1.1913,1721,0.036907,0.167389,4271*3212
DJI_20251107113400_0045,RE,Proposed,1.0902,2634,0.038789,0.180321,4326*3235
DJI_20251107113402_0046,G,Initial,NaN,4476,0.003283,0.031180,N/A
DJI_20251107113402_0046,G,Global,0.6260,2165,0.055284,0.176678,4167*3223
DJI_20251107113402_0046,G,Proposed,0.6414,4476,0.060932,0.197263,4322*3226
DJI_20251107113402_0046,R,Initial,NaN,2911,0.005361,0.054352,N/A
DJI_20251107113402_0046,R,Global,1.1453,1445,0.034409,0.156746,4167*3223
DJI_20251107113402_0046,R,Proposed,0.9829,2911,0.036121,0.171334,4322*3226
DJI_20251107113402_0046,NIR,Initial,NaN,4148,0.005356,0.040028,N/A
DJI_20251107113402_0046,NIR,Global,0.7691,1863,0.056550,0.165577,4167*3223
DJI_20251107113402_0046,NIR,Proposed,0.6083,4148,0.064072,0.187672,4322*3226
DJI_20251107113402_0046,RE,Initial,NaN,3214,0.003356,0.020543,N/A
DJI_20251107113402_0046,RE,Global,1.1254,1828,0.046075,0.162060,4167*3223
DJI_20251107113402_0046,RE,Proposed,1.1358,3214,0.050033,0.180197,4322*3226
DJI_20251107113404_0047,G,Initial,NaN,4519,0.003190,0.028632,N/A
DJI_20251107113404_0047,G,Global,0.8182,2122,0.050526,0.193322,3965*2349
DJI_20251107113404_0047,G,Proposed,0.6064,4519,0.055384,0.213021,4314*3206
DJI_20251107113404_0047,R,Initial,NaN,3099,0.004794,0.043590,N/A
DJI_20251107113404_0047,R,Global,1.2056,1385,0.029533,0.145123,3965*2349
DJI_20251107113404_0047,R,Proposed,1.0762,3099,0.031379,0.157094,4314*3206
DJI_20251107113404_0047,NIR,Initial,NaN,3111,0.005616,0.037054,N/A
DJI_20251107113404_0047,NIR,Global,1.1038,1507,0.040506,0.151974,3965*2349
DJI_20251107113404_0047,NIR,Proposed,0.8894,3111,0.045819,0.171093,4314*3206
DJI_20251107113404_0047,RE,Initial,NaN,3057,0.003335,0.020757,N/A
DJI_20251107113404_0047,RE,Global,1.1147,1608,0.036686,0.141385,3965*2349
DJI_20251107113404_0047,RE,Proposed,0.9415,3057,0.040321,0.159685,4314*3206
DJI_20251107113406_0048,G,Initial,NaN,4437,0.003128,0.027480,N/A
DJI_20251107113406_0048,G,Global,1.0620,2277,0.045888,0.158268,3027*3040
DJI_20251107113406_0048,G,Proposed,0.6396,4437,0.050219,0.180420,4334*3201
DJI_20251107113406_0048,R,Initial,NaN,2735,0.005515,0.046154,N/A
DJI_20251107113406_0048,R,Global,1.1355,1414,0.030540,0.139008,3027*3040
DJI_20251107113406_0048,R,Proposed,0.8715,2735,0.032428,0.152823,4334*3201
DJI_20251107113406_0048,NIR,Initial,NaN,3709,0.006022,0.039281,N/A
DJI_20251107113406_0048,NIR,Global,1.2319,1909,0.046783,0.155438,3027*3040
DJI_20251107113406_0048,NIR,Proposed,1.0300,3709,0.052453,0.180460,4334*3201
DJI_20251107113406_0048,RE,Initial,NaN,3172,0.003133,0.018926,N/A
DJI_20251107113406_0048,RE,Global,0.6007,1853,0.035894,0.154071,3027*3040
DJI_20251107113406_0048,RE,Proposed,1.0088,3172,0.039130,0.171829,4334*3201
DJI_20251107113408_0049,G,Initial,NaN,5645,0.003605,0.024966,N/A
DJI_20251107113408_0049,G,Global,0.7447,2727,0.058819,0.195962,3971*1516
DJI_20251107113408_0049,G,Proposed,0.6399,5645,0.064229,0.219810,4308*3218
DJI_20251107113408_0049,R,Initial,NaN,2893,0.006251,0.044764,N/A
DJI_20251107113408_0049,R,Global,0.9298,1834,0.036103,0.156776,3971*1516
DJI_20251107113408_0049,R,Proposed,1.0714,2893,0.038453,0.176801,4308*3218
DJI_20251107113408_0049,NIR,Initial,NaN,4832,0.005986,0.032559,N/A
DJI_20251107113408_0049,NIR,Global,1.0874,2417,0.054515,0.190809,3971*1516
DJI_20251107113408_0049,NIR,Proposed,0.7696,4832,0.058982,0.211370,4308*3218
DJI_20251107113408_0049,RE,Initial,NaN,3782,0.003479,0.010736,N/A
DJI_20251107113408_0049,RE,Global,1.0163,1730,0.041667,0.150743,3971*1516
DJI_20251107113408_0049,RE,Proposed,1.0959,3782,0.044297,0.170029,4308*3218
DJI_20251107113410_0050,G,Initial,NaN,4151,0.003199,0.030008,N/A
DJI_20251107113410_0050,G,Global,1.0810,2014,0.037942,0.140315,4258*3051
DJI_20251107113410_0050,G,Proposed,1.1279,4151,0.041678,0.156771,4329*3232
DJI_20251107113410_0050,R,Initial,NaN,3442,0.006617,0.055422,N/A
DJI_20251107113410_0050,R,Global,1.0798,1790,0.033375,0.141387,4258*3051
DJI_20251107113410_0050,R,Proposed,0.9498,3442,0.035102,0.154575,4329*3232
DJI_20251107113410_0050,NIR,Initial,NaN,4279,0.004660,0.036766,N/A
DJI_20251107113410_0050,NIR,Global,1.1814,2099,0.041780,0.145315,4258*3051
DJI_20251107113410_0050,NIR,Proposed,0.9394,4279,0.046337,0.168621,4329*3232
DJI_20251107113410_0050,RE,Initial,NaN,3090,0.003262,0.018183,N/A
DJI_20251107113410_0050,RE,Global,1.0174,2051,0.037618,0.141463,4258*3051
DJI_20251107113410_0050,RE,Proposed,1.0431,3090,0.039971,0.155599,4329*3232
DJI_20251107113412_0051,G,Initial,NaN,5355,0.003606,0.035620,N/A
DJI_20251107113412_0051,G,Global,0.6014,2460,0.059486,0.213292,4267*3230
DJI_20251107113412_0051,G,Proposed,0.5772,5355,0.065465,0.232785,4341*3234
DJI_20251107113412_0051,R,Initial,NaN,2833,0.004935,0.048370,N/A
DJI_20251107113412_0051,R,Global,1.0803,1675,0.035027,0.174968,4267*3230
DJI_20251107113412_0051,R,Proposed,1.1831,2833,0.038240,0.187265,4341*3234
DJI_20251107113412_0051,NIR,Initial,NaN,4501,0.006362,0.044564,N/A
DJI_20251107113412_0051,NIR,Global,1.1108,2277,0.064114,0.208420,4267*3230
DJI_20251107113412_0051,NIR,Proposed,0.9458,4501,0.071096,0.233739,4341*3234
DJI_20251107113412_0051,RE,Initial,NaN,4011,0.004806,0.029159,N/A
DJI_20251107113412_0051,RE,Global,1.1414,1995,0.044251,0.189632,4267*3230
DJI_20251107113412_0051,RE,Proposed,1.0271,4011,0.047750,0.207151,4341*3234
DJI_20251107113414_0052,G,Initial,NaN,4637,0.002908,0.027526,N/A
DJI_20251107113414_0052,G,Global,1.1243,2201,0.052722,0.174742,3615*3206
DJI_20251107113414_0052,G,Proposed,0.8830,4637,0.059188,0.200797,4317*3198
DJI_20251107113414_0052,R,Initial,NaN,2473,0.003988,0.041228,N/A
DJI_20251107113414_0052,R,Global,0.6606,1356,0.029418,0.128662,3615*3206
DJI_20251107113414_0052,R,Proposed,0.9885,2473,0.031496,0.142349,4317*3198
DJI_20251107113414_0052,NIR,Initial,NaN,3473,0.005117,0.033402,N/A
DJI_20251107113414_0052,NIR,Global,1.1007,1859,0.050154,0.165121,3615*3206
DJI_20251107113414_0052,NIR,Proposed,0.9283,3473,0.054643,0.181057,4317*3198
DJI_20251107113414_0052,RE,Initial,NaN,2634,0.004058,0.022046,N/A
DJI_20251107113414_0052,RE,Global,1.1725,1591,0.037575,0.153241,3615*3206
DJI_20251107113414_0052,RE,Proposed,1.1904,2634,0.040963,0.169690,4317*3198
DJI_20251107113416_0053,G,Initial,NaN,4133,0.001937,0.016003,N/A
DJI_20251107113416_0053,G,Global,0.9371,2082,0.044314,0.176718,3803*2145
DJI_20251107113416_0053,G,Proposed,0.5713,4133,0.048401,0.194268,4277*3161
DJI_20251107113416_0053,R,Initial,NaN,2067,0.004007,0.026726,N/A
DJI_20251107113416_0053,R,Global,1.1238,1305,0.027700,0.124383,3803*2145
DJI_20251107113416_0053,R,Proposed,1.1038,2067,0.029252,0.135409,4277*3161
DJI_20251107113416_0053,NIR,Initial,NaN,3298,0.002831,0.019665,N/A
DJI_20251107113416_0053,NIR,Global,1.1618,1773,0.037297,0.158727,3803*2145
DJI_20251107113416_0053,NIR,Proposed,0.9500,3298,0.039476,0.173612,4277*3161
DJI_20251107113416_0053,RE,Initial,NaN,2283,0.001676,0.001276,N/A
DJI_20251107113416_0053,RE,Global,0.7387,1411,0.032212,0.127708,3803*2145
DJI_20251107113416_0053,RE,Proposed,1.1447,2283,0.034851,0.140823,4277*3161
DJI_20251107113418_0054,G,Initial,NaN,4356,0.003903,0.031075,N/A
DJI_20251107113418_0054,G,Global,1.1517,1947,0.047158,0.181667,3960*2224
DJI_20251107113418_0054,G,Proposed,0.8457,4356,0.051847,0.206257,4327*3219
DJI_20251107113418_0054,R,Initial,NaN,2836,0.005304,0.045584,N/A
DJI_20251107113418_0054,R,Global,1.1523,1352,0.027716,0.146549,3960*2224
DJI_20251107113418_0054,R,Proposed,1.0909,2836,0.029085,0.156906,4327*3219
DJI_20251107113418_0054,NIR,Initial,NaN,3519,0.006688,0.041277,N/A
DJI_20251107113418_0054,NIR,Global,1.1075,1653,0.044515,0.160863,3960*2224
DJI_20251107113418_0054,NIR,Proposed,1.0543,3519,0.050624,0.184867,4327*3219
DJI_20251107113418_0054,RE,Initial,NaN,3447,0.002931,0.015959,N/A
DJI_20251107113418_0054,RE,Global,1.1829,1486,0.035808,0.132153,3960*2224
DJI_20251107113418_0054,RE,Proposed,1.0842,3447,0.037806,0.144529,4327*3219
DJI_20251107113420_0055,G,Initial,NaN,4845,0.002798,0.032958,N/A
DJI_20251107113420_0055,G,Global,0.7589,2264,0.048058,0.192451,4216*3165
DJI_20251107113420_0055,G,Proposed,0.8411,4845,0.053568,0.218008,4297*3215
DJI_20251107113420_0055,R,Initial,NaN,2787,0.004980,0.052211,N/A
DJI_20251107113420_0055,R,Global,1.1701,1280,0.029065,0.162843,4216*3165
DJI_20251107113420_0055,R,Proposed,1.1131,2787,0.030488,0.176711,4297*3215
DJI_20251107113420_0055,NIR,Initial,NaN,4471,0.004802,0.037170,N/A
DJI_20251107113420_0055,NIR,Global,1.1344,1903,0.052063,0.182647,4216*3165
DJI_20251107113420_0055,NIR,Proposed,1.1060,4471,0.059490,0.212636,4297*3215
DJI_20251107113420_0055,RE,Initial,NaN,3505,0.002950,0.021715,N/A
DJI_20251107113420_0055,RE,Global,1.1530,1813,0.038721,0.176597,4216*3165
DJI_20251107113420_0055,RE,Proposed,0.8650,3505,0.042269,0.199885,4297*3215
DJI_20251107113422_0056,G,Initial,NaN,5594,0.003286,0.029685,N/A
DJI_20251107113422_0056,G,Global,0.7019,2634,0.056419,0.203086,3504*2520
DJI_20251107113422_0056,G,Proposed,0.7355,5594,0.063565,0.236977,4312*3215
DJI_20251107113422_0056,R,Initial,NaN,3397,0.005571,0.048135,N/A
DJI_20251107113422_0056,R,Global,0.7278,1741,0.033727,0.168092,3504*2520
DJI_20251107113422_0056,R,Proposed,0.6208,3397,0.035532,0.186190,4312*3215
DJI_20251107113422_0056,NIR,Initial,NaN,4382,0.005927,0.039099,N/A
DJI_20251107113422_0056,NIR,Global,1.1476,1864,0.049796,0.183883,3504*2520
DJI_20251107113422_0056,NIR,Proposed,0.9723,4382,0.054903,0.203384,4312*3215
DJI_20251107113422_0056,RE,Initial,NaN,3657,0.003104,0.015380,N/A
DJI_20251107113422_0056,RE,Global,1.1089,1952,0.044036,0.180090,3504*2520
DJI_20251107113422_0056,RE,Proposed,0.9879,3657,0.047169,0.201726,4312*3215
DJI_20251107113424_0057,G,Initial,NaN,5530,0.002346,0.019281,N/A
DJI_20251107113424_0057,G,Global,1.1271,2509,0.050862,0.192222,3759*3182
DJI_20251107113424_0057,G,Proposed,1.0071,5530,0.056144,0.220548,4282*3188
DJI_20251107113424_0057,R,Initial,NaN,2935,0.005461,0.047052,N/A
DJI_20251107113424_0057,R,Global,1.0407,1517,0.030300,0.169160,3759*3182
DJI_20251107113424_0057,R,Proposed,0.9352,2935,0.031636,0.180681,4282*3188
DJI_20251107113424_0057,NIR,Initial,NaN,4506,0.003514,0.023793,N/A
DJI_20251107113424_0057,NIR,Global,0.6305,2539,0.057406,0.219464,3759*3182
DJI_20251107113424_0057,NIR,Proposed,0.9219,4506,0.062861,0.246688,4282*3188
DJI_20251107113424_0057,RE,Initial,NaN,3704,0.003489,0.015190,N/A
DJI_20251107113424_0057,RE,Global,1.2441,1593,0.037191,0.159056,3759*3182
DJI_20251107113424_0057,RE,Proposed,1.0455,3704,0.040867,0.177693,4282*3188
DJI_20251107113426_0058,G,Initial,NaN,4029,0.002466,0.025208,N/A
DJI_20251107113426_0058,G,Global,1.2227,1481,0.035176,0.146845,4312*2735
DJI_20251107113426_0058,G,Proposed,1.0137,4029,0.039309,0.169436,4341*3213
DJI_20251107113426_0058,R,Initial,NaN,2876,0.005697,0.044511,N/A
DJI_20251107113426_0058,R,Global,1.0948,1613,0.030799,0.160726,4312*2735
DJI_20251107113426_0058,R,Proposed,1.0565,2876,0.032345,0.174519,4341*3213
DJI_20251107113426_0058,NIR,Initial,NaN,3452,0.003849,0.031741,N/A
DJI_20251107113426_0058,NIR,Global,0.9159,1692,0.036398,0.145851,4312*2735
DJI_20251107113426_0058,NIR,Proposed,0.6136,3452,0.039818,0.166620,4341*3213
DJI_20251107113426_0058,RE,Initial,NaN,3244,0.003883,0.015324,N/A
DJI_20251107113426_0058,RE,Global,1.0393,1663,0.035709,0.147684,4312*2735
DJI_20251107113426_0058,RE,Proposed,1.0313,3244,0.038854,0.165767,4341*3213
DJI_20251107113428_0059,G,Initial,NaN,3662,0.003126,0.030200,N/A
DJI_20251107113428_0059,G,Global,1.1181,1903,0.042749,0.151383,4173*3195
DJI_20251107113428_0059,G,Proposed,1.0034,3662,0.049120,0.179964,4329*3224
DJI_20251107113428_0059,R,Initial,NaN,1961,0.005530,0.043948,N/A
DJI_20251107113428_0059,R,Global,1.0902,1322,0.030321,0.137865,4173*3195
DJI_20251107113428_0059,R,Proposed,1.0285,1961,0.031862,0.150193,4329*3224
DJI_20251107113428_0059,NIR,Initial,NaN,4232,0.005753,0.038812,N/A
DJI_20251107113428_0059,NIR,Global,0.5791,1927,0.051408,0.176940,4173*3195
DJI_20251107113428_0059,NIR,Proposed,0.5824,4232,0.056652,0.198916,4329*3224
DJI_20251107113428_0059,RE,Initial,NaN,3698,0.003690,0.015733,N/A
DJI_20251107113428_0059,RE,Global,0.8673,1962,0.041378,0.164422,4173*3195
DJI_20251107113428_0059,RE,Proposed,1.0143,3698,0.044453,0.186790,4329*3224
DJI_20251107113430_0060,G,Initial,NaN,4372,0.002147,0.021465,N/A
DJI_20251107113430_0060,G,Global,1.0279,1883,0.045478,0.159154,4245*3092
DJI_20251107113430_0060,G,Proposed,0.9921,4372,0.050444,0.181661,4287*3193
DJI_20251107113430_0060,R,Initial,NaN,2831,0.004924,0.041948,N/A
DJI_20251107113430_0060,R,Global,1.1647,1656,0.033633,0.163194,4245*3092
DJI_20251107113430_0060,R,Proposed,0.9800,2831,0.035749,0.177702,4287*3193
DJI_20251107113430_0060,NIR,Initial,NaN,3869,0.002936,0.023571,N/A
DJI_20251107113430_0060,NIR,Global,0.5885,1931,0.048453,0.198307,4245*3092
DJI_20251107113430_0060,NIR,Proposed,0.5827,3869,0.050845,0.211025,4287*3193
DJI_20251107113430_0060,RE,Initial,NaN,3224,0.003289,0.012864,N/A
DJI_20251107113430_0060,RE,Global,1.1627,1388,0.038147,0.137406,4245*3092
DJI_20251107113430_0060,RE,Proposed,1.2074,3224,0.041704,0.153864,4287*3193
DJI_20251107113432_0061,G,Initial,NaN,4520,0.003263,0.023906,N/A
DJI_20251107113432_0061,G,Global,0.5865,1976,0.039692,0.177203,4035*3075
DJI_20251107113432_0061,G,Proposed,0.6838,4520,0.044853,0.202058,4305*3181
DJI_20251107113432_0061,R,Initial,NaN,2515,0.006240,0.037317,N/A
DJI_20251107113432_0061,R,Global,0.7618,1406,0.028244,0.122686,4035*3075
DJI_20251107113432_0061,R,Proposed,0.8923,2515,0.030169,0.135291,4305*3181
DJI_20251107113432_0061,NIR,Initial,NaN,3732,0.004692,0.030646,N/A
DJI_20251107113432_0061,NIR,Global,0.6066,1789,0.038903,0.143439,4035*3075
DJI_20251107113432_0061,NIR,Proposed,0.9886,3732,0.044696,0.169180,4305*3181
DJI_20251107113432_0061,RE,Initial,NaN,3180,0.003149,0.011952,N/A
DJI_20251107113432_0061,RE,Global,1.0230,1597,0.031143,0.126389,4035*3075
DJI_20251107113432_0061,RE,Proposed,1.0249,3180,0.033871,0.144467,4305*3181
DJI_20251107113434_0062,G,Initial,NaN,6978,0.004299,0.023196,N/A
DJI_20251107113434_0062,G,Global,0.6308,3439,0.063064,0.243067,2819*3021
DJI_20251107113434_0062,G,Proposed,0.5833,6978,0.068702,0.272033,4304*3186
DJI_20251107113434_0062,R,Initial,NaN,4680,0.009140,0.044343,N/A
DJI_20251107113434_0062,R,Global,1.0156,2195,0.044267,0.210175,2819*3021
DJI_20251107113434_0062,R,Proposed,0.9846,4680,0.046929,0.234382,4304*3186
DJI_20251107113434_0062,NIR,Initial,NaN,6365,0.007122,0.030502,N/A
DJI_20251107113434_0062,NIR,Global,0.7041,2932,0.063203,0.230057,2819*3021
DJI_20251107113434_0062,NIR,Proposed,0.6044,6365,0.068819,0.262759,4304*3186
DJI_20251107113434_0062,RE,Initial,NaN,4738,0.004405,0.011312,N/A
DJI_20251107113434_0062,RE,Global,1.0668,2466,0.049386,0.199588,2819*3021
DJI_20251107113434_0062,RE,Proposed,0.9608,4738,0.053182,0.226816,4304*3186
DJI_20251107113436_0063,G,Initial,NaN,6457,0.003742,0.029326,N/A
DJI_20251107113436_0063,G,Global,0.9379,2861,0.059458,0.209997,2466*3158
DJI_20251107113436_0063,G,Proposed,0.8651,6457,0.066448,0.240979,4341*3213
DJI_20251107113436_0063,R,Initial,NaN,4964,0.009506,0.061966,N/A
DJI_20251107113436_0063,R,Global,0.9535,2534,0.049779,0.217839,2466*3158
DJI_20251107113436_0063,R,Proposed,0.6898,4964,0.052228,0.242559,4341*3213
DJI_20251107113436_0063,NIR,Initial,NaN,6559,0.006318,0.039625,N/A
DJI_20251107113436_0063,NIR,Global,0.7889,3264,0.069399,0.244677,2466*3158
DJI_20251107113436_0063,NIR,Proposed,0.6350,6559,0.076494,0.278254,4341*3213
DJI_20251107113436_0063,RE,Initial,NaN,4706,0.004501,0.017910,N/A
DJI_20251107113436_0063,RE,Global,1.0842,2540,0.051871,0.200620,2466*3158
DJI_20251107113436_0063,RE,Proposed,1.0526,4706,0.056404,0.230937,4341*3213
DJI_20251107113438_0064,G,Initial,NaN,4477,0.002868,0.011924,N/A
DJI_20251107113438_0064,G,Global,1.1249,2026,0.041692,0.150701,4220*2918
DJI_20251107113438_0064,G,Proposed,0.9448,4477,0.045733,0.169554,4309*3163
DJI_20251107113438_0064,R,Initial,NaN,2837,0.006350,0.037311,N/A
DJI_20251107113438_0064,R,Global,1.0184,1314,0.027879,0.134761,4220*2918
DJI_20251107113438_0064,R,Proposed,0.9410,2837,0.029233,0.148036,4309*3163
DJI_20251107113438_0064,NIR,Initial,NaN,3872,0.005032,0.019458,N/A
DJI_20251107113438_0064,NIR,Global,1.0135,1884,0.041808,0.155197,4220*2918
DJI_20251107113438_0064,NIR,Proposed,0.6304,3872,0.044457,0.172928,4309*3163
DJI_20251107113438_0064,RE,Initial,NaN,3400,0.003901,0.007877,N/A
DJI_20251107113438_0064,RE,Global,0.6771,1682,0.032195,0.141469,4220*2918
DJI_20251107113438_0064,RE,Proposed,0.6375,3400,0.034703,0.159505,4309*3163
DJI_20251107113440_0065,G,Initial,NaN,4965,0.001966,0.005100,N/A
DJI_20251107113440_0065,G,Global,1.0221,2221,0.045513,0.168146,4326*2732
DJI_20251107113440_0065,G,Proposed,0.9630,4965,0.050898,0.197947,4318*3132
DJI_20251107113440_0065,R,Initial,NaN,3648,0.005440,0.019430,N/A
DJI_20251107113440_0065,R,Global,1.0616,1888,0.034821,0.196022,4326*2732
DJI_20251107113440_0065,R,Proposed,1.0165,3648,0.036341,0.209426,4318*3132
DJI_20251107113440_0065,NIR,Initial,NaN,4773,0.003145,0.012914,N/A
DJI_20251107113440_0065,NIR,Global,1.0658,2173,0.045928,0.186356,4326*2732
DJI_20251107113440_0065,NIR,Proposed,0.9321,4773,0.048660,0.201437,4318*3132
DJI_20251107113440_0065,RE,Initial,NaN,3809,0.002299,-0.001692,N/A
DJI_20251107113440_0065,RE,Global,1.2200,1791,0.038765,0.169598,4326*2732
DJI_20251107113440_0065,RE,Proposed,1.0451,3809,0.041320,0.189494,4318*3132
DJI_20251107113442_0066,G,Initial,NaN,5289,0.002247,0.005485,N/A
DJI_20251107113442_0066,G,Global,0.9558,2319,0.046160,0.195392,4287*2651
DJI_20251107113442_0066,G,Proposed,0.6652,5289,0.051360,0.224448,4281*3148
DJI_20251107113442_0066,R,Initial,NaN,3114,0.006115,0.030282,N/A
DJI_20251107113442_0066,R,Global,0.6750,1621,0.032550,0.161993,4287*2651
DJI_20251107113442_0066,R,Proposed,0.9953,3114,0.034366,0.179813,4281*3148
DJI_20251107113442_0066,NIR,Initial,NaN,4369,0.003648,0.011655,N/A
DJI_20251107113442_0066,NIR,Global,1.0975,1627,0.037807,0.133982,4287*2651
DJI_20251107113442_0066,NIR,Proposed,0.9686,4369,0.041883,0.157004,4281*3148
DJI_20251107113442_0066,RE,Initial,NaN,4023,0.003090,0.006462,N/A
DJI_20251107113442_0066,RE,Global,0.9688,1877,0.034627,0.164305,4287*2651
DJI_20251107113442_0066,RE,Proposed,0.8568,4023,0.037190,0.189518,4281*3148
DJI_20251107113444_0067,G,Initial,NaN,8075,0.003635,0.029231,N/A
DJI_20251107113444_0067,G,Global,0.8642,3450,0.078972,0.278755,1764*3210
DJI_20251107113444_0067,G,Proposed,0.5724,8075,0.086563,0.318957,4298*3195
DJI_20251107113444_0067,R,Initial,NaN,5027,0.008552,0.059874,N/A
DJI_20251107113444_0067,R,Global,0.6206,2590,0.054462,0.278568,1764*3210
DJI_20251107113444_0067,R,Proposed,0.5829,5027,0.056260,0.295105,4298*3195
DJI_20251107113444_0067,NIR,Initial,NaN,7177,0.005443,0.035515,N/A
DJI_20251107113444_0067,NIR,Global,0.6329,3041,0.078760,0.247936,1764*3210
DJI_20251107113444_0067,NIR,Proposed,0.5898,7177,0.086088,0.283149,4298*3195
DJI_20251107113444_0067,RE,Initial,NaN,5693,0.003993,0.019783,N/A
DJI_20251107113444_0067,RE,Global,0.7122,2361,0.057445,0.234106,1764*3210
DJI_20251107113444_0067,RE,Proposed,1.0257,5693,0.063299,0.271170,4298*3195
DJI_20251107113446_0068,G,Initial,NaN,7294,0.003636,0.025987,N/A
DJI_20251107113446_0068,G,Global,0.8183,3261,0.072660,0.269368,1960*2738
DJI_20251107113446_0068,G,Proposed,0.8149,7294,0.079095,0.302293,4296*3181
DJI_20251107113446_0068,R,Initial,NaN,4256,0.007940,0.057897,N/A
DJI_20251107113446_0068,R,Global,0.9143,2117,0.048921,0.222318,1960*2738
DJI_20251107113446_0068,R,Proposed,0.9238,4256,0.052314,0.255816,4296*3181
DJI_20251107113446_0068,NIR,Initial,NaN,6691,0.006175,0.038443,N/A
DJI_20251107113446_0068,NIR,Global,0.5967,3014,0.070170,0.251612,1960*2738
DJI_20251107113446_0068,NIR,Proposed,0.5648,6691,0.076122,0.283209,4296*3181
DJI_20251107113446_0068,RE,Initial,NaN,5497,0.005854,0.031219,N/A
DJI_20251107113446_0068,RE,Global,0.8117,2592,0.057560,0.249183,1960*2738
DJI_20251107113446_0068,RE,Proposed,0.7507,5497,0.061572,0.278521,4296*3181
DJI_20251107113448_0069,G,Initial,NaN,7362,0.003625,0.031911,N/A
DJI_20251107113448_0069,G,Global,0.6384,3329,0.075889,0.265121,3158*2388
DJI_20251107113448_0069,G,Proposed,0.5654,7362,0.082694,0.298301,4341*3234
DJI_20251107113448_0069,R,Initial,NaN,4808,0.008404,0.072998,N/A
DJI_20251107113448_0069,R,Global,0.6390,2187,0.050885,0.229229,3158*2388
DJI_20251107113448_0069,R,Proposed,0.6251,4808,0.054082,0.253253,4341*3234
DJI_20251107113448_0069,NIR,Initial,NaN,5711,0.005679,0.045747,N/A
DJI_20251107113448_0069,NIR,Global,0.6822,2667,0.063198,0.216837,3158*2388
DJI_20251107113448_0069,NIR,Proposed,1.0290,5711,0.069848,0.245627,4341*3234
DJI_20251107113448_0069,RE,Initial,NaN,5299,0.004467,0.034340,N/A
DJI_20251107113448_0069,RE,Global,1.1365,2420,0.060191,0.209143,3158*2388
DJI_20251107113448_0069,RE,Proposed,0.9379,5299,0.065669,0.241927,4341*3234
DJI_20251107113450_0070,G,Initial,NaN,4969,0.003984,0.023986,N/A
DJI_20251107113450_0070,G,Global,1.0577,2078,0.054321,0.197906,2588*3116
DJI_20251107113450_0070,G,Proposed,1.0413,4969,0.058251,0.215801,4335*3221
DJI_20251107113450_0070,R,Initial,NaN,4241,0.007217,0.050594,N/A
DJI_20251107113450_0070,R,Global,1.0387,2206,0.045416,0.204419,2588*3116
DJI_20251107113450_0070,R,Proposed,0.9803,4241,0.047262,0.225380,4335*3221
DJI_20251107113450_0070,NIR,Initial,NaN,4576,0.005694,0.030887,N/A
DJI_20251107113450_0070,NIR,Global,1.2763,1942,0.052505,0.162703,2588*3116
DJI_20251107113450_0070,NIR,Proposed,0.6590,4576,0.056189,0.186808,4335*3221
DJI_20251107113450_0070,RE,Initial,NaN,4436,0.004598,0.020210,N/A
DJI_20251107113450_0070,RE,Global,0.8266,2151,0.050648,0.198801,2588*3116
DJI_20251107113450_0070,RE,Proposed,0.9055,4436,0.053526,0.217455,4335*3221
